project_name,project_language,project_created_at,project_number_of_forks,project_number_of_commits,project_number_of_project_members,project_number_of_watchers,submitter_username,submitter_number_of_followers,submitter_is_project_member,id,accepted,time_opened,head_repo,head_commit,base_commit,number_of_commits,number_of_comments,modified,deleted,added,linted_and_modified,linted_and_added,linted_and_deleted,results_flawfinder_note_buffer-strlen,results_flawfinder_note_buffer-char,results_flawfinder_note_buffer-memcpy,results_flawfinder_note_input-fread,results_flawfinder_note_misc-fopen,results_flawfinder_error_race-chmod,results_flawfinder_note_buffer-strncpy,results_flawfinder_note_format-fprintf,results_flawfinder_error_buffer-wcscpy,results_flawfinder_note_buffer-wcslen,results_flawfinder_note_buffer-wchar_t,results_flawfinder_note_buffer-read,results_flawfinder_note_format-printf,results_flawfinder_error_format-printf,results_flawfinder_note_misc-open,results_flawfinder_error_format-snprintf,results_flawfinder_error_race-access,results_flawfinder_note_access-umask,results_flawfinder_note_tmpfile-mkstemp,results_flawfinder_error_format-vsnprintf,results_flawfinder_error_race-readlink,results_flawfinder_note_input-recv,results_flawfinder_error_tmpfile-mktemp,results_flawfinder_error_buffer-wcscat,results_flawfinder_warning_buffer-getenv,results_flawfinder_warning_misc-InitializeCriticalSection,results_flawfinder_note_buffer-mismatch,results_flawfinder_error_buffer-gets,results_flawfinder_note_format-snprintf,results_flawfinder_error_buffer-strcpy,results_flawfinder_note_buffer-sprintf,results_flawfinder_error_buffer-strcat,results_flawfinder_error_shell-system,results_flawfinder_note_buffer-sscanf,results_flawfinder_note_buffer-strcpy,results_flawfinder_warning_misc-LoadLibrary,results_flawfinder_error_buffer-sprintf,results_flawfinder_error_format-fprintf,results_flawfinder_warning_buffer-realpath,results_flawfinder_warning_random-srand,results_flawfinder_warning_tmpfile-GetTempFileName,results_flawfinder_note_integer-atol,results_flawfinder_note_buffer-MultiByteToWideChar,results_flawfinder_note_buffer-strcat,results_flawfinder_error_shell-execv,results_flawfinder_note_buffer-getchar,results_flawfinder_note_buffer-strncat,results_flawfinder_note_obsolete-usleep,results_flawfinder_error_format-vfprintf,results_flawfinder_note_buffer-equal,results_flawfinder_note_buffer-wcsncpy,results_flawfinder_error_buffer-scanf,results_flawfinder_error_buffer-lstrcpyW,results_flawfinder_error_buffer-lstrcpynW,results_flawfinder_error_buffer-strcpyW,results_flawfinder_note_tmpfile-tmpfile,results_flawfinder_error_format-wprintf,results_flawfinder_note_buffer-fgetc,results_flawfinder_error_buffer-lstrcpynA,results_flawfinder_note_integer-atoi,results_flawfinder_note_buffer-wcsncat,results_flawfinder_warning_tmpfile-tmpnam,results_flawfinder_note_format-vsprintf,results_flawfinder_error_buffer-vwscanf,results_flawfinder_error_buffer-lstrcpyA,results_flawfinder_error_format-fwprintf,results_flawfinder_error_format-_snprintf,results_flawfinder_error_buffer-vfwscanf,results_flawfinder_error_format-swprintf,results_flawfinder_note_integer-_wtoi,results_flawfinder_error_format-vswprintf,results_flawfinder_note_format-sprintf,results_flawfinder_error_buffer-lstrcatA,results_flawfinder_error_buffer-lstrcatW,results_flawfinder_error_buffer-fscanf,results_flawfinder_note_format-swprintf,results_flawfinder_note_buffer-wcscat,results_flawfinder_error_access-ImpersonateLoggedOnUser,results_flawfinder_warning_shell-CreateProcessAsUser,results_flawfinder_note_buffer-lstrcpyn,results_flawfinder_warning_misc-AddAccessAllowedAce,results_flawfinder_error_buffer-lstrcat,results_flawfinder_note_buffer-CopyMemory,results_flawfinder_warning_shell-CreateProcess,results_flawfinder_warning_misc-LoadLibraryEx,results_flawfinder_error_buffer-lstrcpy,results_flawfinder_error_buffer-swprintf,results_flawfinder_note_buffer-wcscpy,results_flawfinder_note_buffer-swprintf,results_flawfinder_error_format-sprintf,results_flawfinder_note_buffer-TCHAR,results_flawfinder_note_buffer-_tcscat,results_flawfinder_error_shell-WinExec,results_flawfinder_error_access-RpcImpersonateClient,results_flawfinder_error_buffer-_tcscat,results_flawfinder_error_buffer-StrCpyNA,results_flawfinder_warning_random-random,results_flawfinder_error_format-vsprintf,results_flawfinder_note_buffer-getc,results_flawfinder_note_buffer-_tcsncpy,results_flawfinder_error_shell-ShellExecute,results_flawfinder_note_format-wprintf,results_flawfinder_note_buffer-_tcslen,results_flawfinder_note_format-_sntprintf,results_flawfinder_error_buffer-StrCatA,results_flawfinder_error_buffer-StrCpyA,results_flawfinder_error_buffer-StrCatBuffW,results_flawfinder_note_format-fwprintf,results_flawfinder_error_crypto-crypt,results_flawfinder_error_shell-popen,results_flawfinder_note_format-_snprintf,results_flawfinder_error_buffer-sscanf,results_flawfinder_error_buffer-_tcscpy,results_flawfinder_error_buffer-StrCatChainW,results_flawfinder_error_access-ImpersonateSecurityContext,results_flawfinder_note_input-recvfrom,results_flawfinder_error_shell-execl,results_flawfinder_warning_buffer-getopt_long,results_flawfinder_note_format-syslog,results_flawfinder_warning_buffer-getopt,results_flawfinder_note_format-vprintf,results_flawfinder_error_format-vprintf,results_flawfinder_warning_random-srandom,results_flawfinder_note_format-vfprintf,results_flawfinder_warning_random-setstate,results_flawfinder_error_format-syslog,results_flawfinder_note_buffer-scanf,results_flawfinder_note_buffer-fscanf,results_flawfinder_error_race-chown,results_flawfinder_note_format-vsnprintf,results_flawfinder_error_buffer-vsscanf,results_flawfinder_error_shell-execlp,results_flawfinder_error_misc-SetSecurityDescriptorDacl,results_flawfinder_note_input-readv,results_flawfinder_warning_misc-chroot,results_flawfinder_error_buffer-vsprintf,results_flawfinder_error_buffer-MultiByteToWideChar
reactos/reactos,C/C++,1507010692.0,1330,,,10812,binarymaster,,True,4242,True,46583.0,reactos/reactos,6ebe2ed3a1176a99d66c4f31ef4b7da97cce9314,27955da7ee6c9c51f66de73022ea2615b8d29ff0,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,thc13,,False,4239,True,262594.0,thc13/reactos,8ab2a3bb6d0522773d98f1e15140844ebd7a3a42,49bb853b2440c7152f34c216023e88212dafe8f1,,,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,thc13,,False,4233,True,77135.0,thc13/reactos,e0a47b7b5ffc7d8dd5b883875200b56cec8ef923,d5deacd90305a83d413af18dca8fa41fe03e61b3,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,HBelusca,,False,4207,True,254485.0,HBelusca/reactos,14dbd66d8856ec6d71f429b934366beb6dab83a1,e60a4f00b5e372a854ac089f66b5cdaaac90c1c6,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,ThFabba,,True,4204,True,2226924.0,ThFabba/reactos,8d701598fb1ac1da99df489e365c93b8a9fc6647,7014cf04b1a03540457cd61678cd517b523eee7f,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,nothotscott,,False,4185,True,2817.0,nothotscott/reactos,0824e8c94b81c6be913ffe21f587479651d31b29,0901077f8c29feaec9990e1501ca481b67f13cad,,,7,6,0,5,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,GeoB99,,True,4184,True,1527444.0,GeoB99/reactos,4e25c35375075b3da3d4ba86f9fa1794f94e79a6,47f6745bcdfb833b0311e052f04e6cd5634660eb,,,14,0,1,13,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,trivalik,,False,4171,True,251911.0,trivalik/reactos,9d33a2056ed6fa26b3e94cfcfb073e311e977ecd,0fd3e515808e6c0cc4dd2c662133aeb6e3f9e7b2,,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,SergeGautherie,,False,4160,False,15152.0,SergeGautherie/reactos,567adf0e81c3d814a4387a8c51e27926db5249ec,55a1c29341bf452377fa9bab9b2773d813261c39,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,oleg-dubinskiy,,False,4158,False,3823269.0,oleg-dubinskiy/reactos,675a954ac3a8fc80352da246c58523bb5f92356a,55a1c29341bf452377fa9bab9b2773d813261c39,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,Getequ,,False,4155,True,340949.0,Getequ/reactos,c2b281c64beebcd6f7ab5d09d45623888dae7c91,10c7145cc690ab60e53b0a5cdf95d1a1298471ed,,,70,1,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,oleg-dubinskiy,,False,4146,True,1878442.0,oleg-dubinskiy/reactos,66a508db987ecfe654ff1cea60ba845f7d33546c,f6edd653b02ab6479f0ac69d14b2d45bac21c058,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,SergeGautherie,,False,4145,True,2569408.0,SergeGautherie/reactos,5e65f06ffc256cdeb15c3c7d0267af7e389ff95b,49bb853b2440c7152f34c216023e88212dafe8f1,,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,z4v4l,,False,4141,True,850840.0,z4v4l/reactos,403222dd4f73836b38c11a42fa6c3fc1614681d7,8ef8e41cc9483f7665666641cfdd48f5d71a1a7c,,,3,0,0,3,0,0,0,-2,0,0,0,0,-2,0,0,-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,gonzoMD,,True,4138,True,5092.0,gonzoMD/reactos,c4147d9f9e19f2700de6fa82d2ef61745973a993,89dd9ecacb2baa758d607ce4384fbb6c4b197f1a,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,SergeGautherie,,False,4134,False,4782228.0,SergeGautherie/reactos,d52db9696eb2d0595ff20f36ebcd004423c81ffc,30010a5aa750b64528ebb2dca85ecfd7c3484f13,,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,DarkFire01,,False,4123,True,1299628.0,DarkFire01/reactos,bbe0ad0dec05927f243f67d31d7d43f721ad548b,07e19a5e093ec444640313baa4a71e5c1940d517,,,8,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,Getequ,,False,4119,True,280319.0,Getequ/reactos,083b99609b75672611c040369144a9ac79908601,8d10682307707db5d417b48cb5bf211811604541,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,HBelusca,,False,4111,True,5181932.0,HBelusca/reactos,4dd734e92c1db15083e03b9d88e0cb8243386b7d,75d33bf1481d328788e9898743421e907e7fc5fc,,,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,ThFabba,,True,4106,True,563013.0,ThFabba/reactos,2e76fb9fe13436a542cc647bd3cd4a016a6690b6,8d10682307707db5d417b48cb5bf211811604541,,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,ThFabba,,True,4103,True,4232892.0,ThFabba/reactos,49bb853b2440c7152f34c216023e88212dafe8f1,757bed81b1c96bffa195b1237d6d91125a1650bf,,,8,0,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,GeoB99,,True,4097,True,568157.0,GeoB99/reactos,f909e8762d18825b1ba21ba340e0f394a1c93d64,4601d948013712974d9fd6990800c0ecfb36ed36,,,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,nagayev,,False,4096,True,5597678.0,nagayev/reactos,a113e8f23fbc2e8d15e6859c0d1ba08306359cbe,2ea30b2ed3d863a920e6e3fe81d243882eefbc1a,,,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,DarkFire01,,False,4088,True,908469.0,DarkFire01/reactos,464c5591848d1836a0952f3e2073db9d244463d5,05d52aba2b7a342bcb614e1b15358fc9bd96e977,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,GeoB99,,True,4081,True,221397.0,GeoB99/reactos,0129de218b6263301ed141795a8e5e45f03d6b39,17ec81eab85d403b64428dac35a3e863fd070289,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,SergeGautherie,,False,4077,False,1923347.0,SergeGautherie/reactos,8f824e159625dba2b0dfd9f4e4740c144306881b,f4ccc518e35fe7747cfdf0d92173d0b8cac29222,,,10,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,ihsinme,,False,4073,True,1998907.0,ihsinme/reactos,e9ff8edefb31350c0f1ddd1ea4349cb67c9f3064,0e75fc924045d4bcc8a2d859a905f251711cb1ce,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
reactos/reactos,C/C++,1507010692.0,1330,,,10812,omoiti,,False,4069,True,306616.0,omoiti/reactos,0e75fc924045d4bcc8a2d859a905f251711cb1ce,f4ccc518e35fe7747cfdf0d92173d0b8cac29222,,,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
